review,rating,source,date,bank,cleaned_review,sentiment_label,sentiment_score,identified_theme
this app is outstanding,5,Google Play,2025-10-01,Dashen,app outstanding,positive,0.6124,General
totally bad,1,Google Play,2025-10-01,Dashen,totally bad,negative,-0.5849,General
I really appreciate but we can't use it if don't have balance or data access,2,Google Play,2025-10-01,Dashen,appreciate use balance data access,positive,0.2492,General
nice app,5,Google Play,2025-09-30,Dashen,nice app,positive,0.4215,General
ሙነጃት አብድላ ሸረፍ,2,Google Play,2025-09-30,Dashen,ሙነጃት አብድላ ሸረፍ,neutral,0.0,General
it fast service,5,Google Play,2025-09-29,Dashen,fast service,neutral,0.0,support
"Good improvements after the Sep 25, 2025 update.",4,Google Play,2025-09-29,Dashen,good improvement sep update,positive,0.6369,General
I have one issue though what if the mobile phone with the sim is stolen and have no pattern or pin. The app allows to reset the pin directly without 2FA like finger print just by sending sms. which is a big gap. It should be addressed I didn't expect but it does and no trust at all.,1,Google Play,2025-09-28,Dashen,issue mobile phone sim steal pattern pin app allow reset pin directly like finger print send sm big gap address expect trust,negative,-0.1543,General
I love it 👍,5,Google Play,2025-09-28,Dashen,love,positive,0.6369,General
Best,5,Google Play,2025-09-28,Dashen,well,positive,0.6369,General
nice,5,Google Play,2025-09-28,Dashen,nice,positive,0.4215,General
gooe,5,Google Play,2025-09-28,Dashen,gooe,neutral,0.0,General
nice app,5,Google Play,2025-09-27,Dashen,nice app,positive,0.4215,General
Dashen super app is the best all ethiopian banks keep it,5,Google Play,2025-09-27,Dashen,dashen super app good ethiopian bank,positive,0.8442,General
cool app,5,Google Play,2025-09-27,Dashen,cool app,positive,0.3182,General
nice,5,Google Play,2025-09-27,Dashen,nice,positive,0.4215,General
App That makes cashless society in our century and Easy to use.,5,Google Play,2025-09-27,Dashen,app make cashless society century easy use,positive,0.4404,General
tadass,1,Google Play,2025-09-27,Dashen,tadass,neutral,0.0,General
ሙሃጂራ,1,Google Play,2025-09-27,Dashen,ሙሃጂራ,neutral,0.0,General
It is an amazing app and all in one,5,Google Play,2025-09-27,Dashen,amazing app,positive,0.5859,General
i dont like it,1,Google Play,2025-09-27,Dashen,not like,negative,-0.2755,General
Dashen is the Future,5,Google Play,2025-09-27,Dashen,dashen future,neutral,0.0,General
the best version in 🇪🇹,5,Google Play,2025-09-27,Dashen,good version,positive,0.6369,General
excellent,5,Google Play,2025-09-26,Dashen,excellent,positive,0.5719,General
"its amazing app, visually stunning",5,Google Play,2025-09-26,Dashen,amazing app visually stunning,positive,0.7506,General
"Updates every time 🥲, when it's updated, it doesn't work at all. 😭",1,Google Play,2025-09-26,Dashen,update time update work,neutral,0.0,General
the best app from other dashen is unique its fast app ever i had in my life,5,Google Play,2025-09-26,Dashen,good app dashen unique fast app life,positive,0.6369,General
I love the new user interface,5,Google Play,2025-09-26,Dashen,love new user interface,positive,0.6369,ui
ok,5,Google Play,2025-09-26,Dashen,ok,positive,0.296,General
"Appreciated, Always one step ahead!",5,Google Play,2025-09-26,Dashen,appreciate step ahead,positive,0.5562,General
👌👌,5,Google Play,2025-09-26,Dashen,,neutral,0.0,General
The app stops working whenever there is an update unless you update the app. But it is better if it kept working on and updating should be optional.,3,Google Play,2025-09-26,Dashen,app stop work update update app well keep work update optional,positive,0.5499,General
"This is the first time i have experienced this much cool app out of all the other mobile banking platforms, im genuinely happy to see this kind of app here, tnx",5,Google Play,2025-09-26,Dashen,time experience cool app mobile banking platform m genuinely happy kind app tnx,positive,0.7964,General
it can't do without data or wifi,1,Google Play,2025-09-26,Dashen,datum wifi,neutral,0.0,General
"The best UI banking app from all those I used, other Ethiopian banks I used have a really old UI. This is very neat and easy to use. Also so reliable.",5,Google Play,2025-09-26,Dashen,good ui banking app ethiopian bank old ui neat easy use reliable,positive,0.8923,ui
So nice !,5,Google Play,2025-09-26,Dashen,nice,positive,0.5244,General
What's the problem with this app's that asking for updates on a daily basis?,1,Google Play,2025-09-25,Dashen,problem app ask update daily basis,negative,-0.4019,General
good,3,Google Play,2025-09-25,Dashen,good,positive,0.4404,General
"Wow, I really loved the new UI/UX! Great job, Dashen Bank! You guys are the best mobile banking in Ethiopia.",5,Google Play,2025-09-25,Dashen,wow love new ui ux great job dashen bank guy good mobile banking ethiopia,positive,0.9576,ui
excellent UI improvement 💯💯,5,Google Play,2025-09-24,Dashen,excellent ui improvement,positive,0.7717,ui
one of the best app in Ethiopia .,5,Google Play,2025-09-24,Dashen,good app ethiopia,positive,0.6369,General
great app,5,Google Play,2025-09-23,Dashen,great app,positive,0.6249,General
it is good but some times says duplicate transaction why? and text,5,Google Play,2025-09-23,Dashen,good time say duplicate transaction text,positive,0.2382,General
good,5,Google Play,2025-09-22,Dashen,good,positive,0.4404,General
Good,4,Google Play,2025-09-19,Dashen,good,positive,0.4404,General
The worst app. It needs updating everyday. Ouch 🤕,1,Google Play,2025-09-19,Dashen,bad app need update everyday ouch,negative,-0.6249,General
safe and secure,3,Google Play,2025-09-18,Dashen,safe secure,positive,0.6486,General
በጣም ምቹ ነው,4,Google Play,2025-09-15,Dashen,በጣም ምቹ ነው,neutral,0.0,General
"is not working right now with snmsung galaxy f15, please help me",1,Google Play,2025-09-14,Dashen,work right snmsung galaxy help,positive,0.6124,support
good,5,Google Play,2025-09-13,Dashen,good,positive,0.4404,General
Your staffs are really hardworking but the app is not like your employees,3,Google Play,2025-09-12,Dashen,staff hardworke app like employee,negative,-0.395,General
ዳሺባክ,5,Google Play,2025-09-11,Dashen,ዳሺባክ,neutral,0.0,General
total,5,Google Play,2025-09-11,Dashen,total,neutral,0.0,General
good,5,Google Play,2025-09-10,Dashen,good,positive,0.4404,General
dashen super app is the best,5,Google Play,2025-09-10,Dashen,dashen super app good,positive,0.8442,General
zero sezzs55sየየወደሠራዊቱ ደየእያቻቻሉ ሐየየመንደ ደም የሰው የየመን የሰው ።ደም ሐማሚጀየየ,5,Google Play,2025-09-09,Dashen,zero ደየእያቻቻሉ ሐየየመንደ ደም የሰው የየመን የሰው ሐማሚጀየየ,neutral,0.0,General
not werke,2,Google Play,2025-09-08,Dashen,werke,neutral,0.0,General
what happened to dashen bank? this is by far the worst banking app. extremely slow when it works and is out of service all the time,1,Google Play,2025-09-08,Dashen,happen dashen bank far bad banking app extremely slow work service time,negative,-0.6249,"support, performance"
simple and easy to use,5,Google Play,2025-09-08,Dashen,simple easy use,positive,0.4404,General
meke,4,Google Play,2025-09-07,Dashen,meke,neutral,0.0,General
"not a great app compared to the others ,It freezes randomly ,Takes a lot to load ,and a lot of errors while sending money ,I stopped using it",1,Google Play,2025-09-07,Dashen,great app compare freeze randomly take lot load lot error send money stop,negative,-0.7713,stability
bad specialy at weekends,1,Google Play,2025-09-07,Dashen,bad specialy weekend,negative,-0.5423,General
"I am very disappointed with the Dashin Bank Super App. The app does not allow me to withdraw 50 birr or can't transfer money and even I can't use it to buy airtime. This makes me feel like my 50 birr is no longer my money, but the bank’s money, since I cannot access or use it freely. According to the National Bank of Ethiopia (NBE), the rule is that 100 birr is not withdrawable, but it can be used to buy airtime or transferred to friends. Dashin Bank’s restriction goes beyond this rule and unfa",1,Google Play,2025-09-06,Dashen,disappointed dashin bank super app app allow withdraw birr transfer money use buy airtime make feel like birr long money bank money access use freely accord national bank ethiopia nbe rule birr withdrawable buy airtime transfer friend dashin bank restriction go rule unfa,positive,0.7522,General
It is good apps but it needs strong network,5,Google Play,2025-09-06,Dashen,good app need strong network,positive,0.7506,General
very slow,3,Google Play,2025-09-06,Dashen,slow,neutral,0.0,performance
The app doesn't allow to switch between accounts. Why is it not possible to use two accounts on the same app even if the accounts have been opened at different branch?,2,Google Play,2025-09-06,Dashen,app allow switch account possible use account app account open different branch,negative,-0.1695,General
lacag inaad amaahisan somalida maxaad ku diiden,5,Google Play,2025-09-05,Dashen,lacag inaad amaahisan somalida maxaad ku diiden,neutral,0.0,General
Dashin mobile banking is become worest app like others Ethiopian bank apps. Amole was the best app ever I used. It was so flexible & reliable to use. and the best app user can login with new device without go to bank physically.,1,Google Play,2025-09-05,Dashen,dashin mobile banking wor app like ethiopian bank app amole good app flexible reliable use good app user login new device bank physically,positive,0.9245,General
"The app has potential, but the QR payment feature is disappointing. The scanner doesn’t work, and even though there’s an option to select a QR code from the gallery, it doesn’t function either. This makes paying with QR codes almost impossible. Fixing this would really improve the app.",3,Google Play,2025-09-04,Dashen,app potential qr payment feature disappointing scanner work option select qr code gallery function make pay qr code impossible fix improve app,neutral,-0.0027,General
"very slow and failed transaction multiple times, previous app was much better!!",2,Google Play,2025-09-04,Dashen,slow fail transaction multiple time previous app well,negative,-0.3066,performance
great 👍,5,Google Play,2025-09-02,Dashen,great,positive,0.6249,General
"""super Idiot app"" 1.it forced me to off many of my phone settings like developers option. 2.Never works fastly. 3.It needs multiple click. 4. Doesn't notify if received money & many many more *** The worst mobile app ever expanded***",1,Google Play,2025-09-01,Dashen,super idiot app force phone setting like developer option work fastly need multiple click notify receive money bad mobile app expand,negative,-0.6444,General
good,2,Google Play,2025-09-01,Dashen,good,positive,0.4404,General
dashin bank,5,Google Play,2025-08-30,Dashen,dashin bank,neutral,0.0,General
muhaammad bakko,5,Google Play,2025-08-30,Dashen,muhaammad bakko,neutral,0.0,General
goog,5,Google Play,2025-08-29,Dashen,goog,neutral,0.0,General
un functional app,1,Google Play,2025-08-29,Dashen,un functional app,neutral,0.0,General
trnes far,5,Google Play,2025-08-27,Dashen,trne far,neutral,0.0,General
excellent,5,Google Play,2025-08-26,Dashen,excellent,positive,0.5719,General
shimalis,4,Google Play,2025-08-25,Dashen,shimali,neutral,0.0,General
አሪፍ ነው ግን ደረሰኙ የተቀባይ አካውንት እና ስም አያሳይም ።,3,Google Play,2025-08-24,Dashen,አሪፍ ነው ግን ደረሰኙ የተቀባይ አካውንት እና ስም አያሳይም,neutral,0.0,General
excellent mobile banking digital,5,Google Play,2025-08-24,Dashen,excellent mobile banking digital,positive,0.5719,General
"Excellent, and it's truly a super app!",5,Google Play,2025-08-24,Dashen,excellent truly super app,positive,0.8955,General
nice app,4,Google Play,2025-08-23,Dashen,nice app,positive,0.4215,General
very nice app,5,Google Play,2025-08-23,Dashen,nice app,positive,0.4754,General
can't access as will if it's super and can't even access the service when you need it's a big failure,1,Google Play,2025-08-22,Dashen,access super access service need big failure,positive,0.1531,General
seche,1,Google Play,2025-08-22,Dashen,seche,neutral,0.0,General
very fast bank,5,Google Play,2025-08-22,Dashen,fast bank,neutral,0.0,General
good and well,5,Google Play,2025-08-22,Dashen,good,positive,0.6124,General
what a bank it is,5,Google Play,2025-08-22,Dashen,bank,neutral,0.0,General
Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,2,Google Play,2025-08-21,Dashen,dashen super app contain extend selection customer easily accessible friendly use,positive,0.8591,General
great app,5,Google Play,2025-08-20,Dashen,great app,positive,0.6249,General
nic,5,Google Play,2025-08-20,Dashen,nic,neutral,0.0,General
easy to use and the best one,5,Google Play,2025-08-17,Dashen,easy use good,positive,0.7964,General
it is totally work of failure. I personally prefer dashen amole instead of this super dull app.,1,Google Play,2025-08-16,Dashen,totally work failure personally prefer dashen amole instead super dull app,negative,-0.1627,General
very good app,5,Google Play,2025-08-16,Dashen,good app,positive,0.4927,General
The worst banking app in Ethiopia. It forces you to change your PIN every three months.,1,Google Play,2025-08-16,Dashen,bad banking app ethiopia force change pin month,negative,-0.6249,General
አሪፍ,5,Google Play,2025-08-15,Dashen,አሪፍ,neutral,0.0,General
best but USSD is necessary,5,Google Play,2025-08-15,Dashen,good ussd necessary,positive,0.3818,General
"one step forward, Ethiopian bank and e commerce industry",5,Google Play,2025-08-15,Dashen,step forward ethiopian bank e commerce industry,neutral,0.0,General
still it's essay for user,4,Google Play,2025-08-15,Dashen,essay user,neutral,0.0,General
"Great app, unfortunately I struggle to use it from outside Ethiopia. It tells me ""VPN enabled please disable VPN to continue using the app"". And that's happening without any VPN enabled. I think I will need to switch back to CBE because I need access to my bank account globally.",1,Google Play,2025-08-15,Dashen,great app unfortunately struggle use outside ethiopia tell vpn enable disable vpn continue app happen vpn enable think need switch cbe need access bank account globally,positive,0.4019,General
"It was easy enough before. but now it won't even open , why? pls help if possible. The email address you provided under the App support also can't be found by Gmail. pls respond.",3,Google Play,2025-08-14,Dashen,easy will open pls help possible email address provide app support find gmail pls respond,positive,0.8735,support
good,5,Google Play,2025-08-14,Dashen,good,positive,0.4404,General
"There are plenty of features missed e. g electricity bill, water bill payments",2,Google Play,2025-08-14,Dashen,plenty feature miss g electricity bill water bill payment,negative,-0.296,General
የሶፍትዌሩ ለአጠቃቀም ምቹና ቀላል መሆኑ ተመራጭ ያደርገዋል,5,Google Play,2025-08-14,Dashen,የሶፍትዌሩ ለአጠቃቀም ምቹና ቀላል መሆኑ ተመራጭ ያደርገዋል,neutral,0.0,General
በጣም ችግር አለበት,1,Google Play,2025-08-14,Dashen,በጣም ችግር አለበት,neutral,0.0,General
best,5,Google Play,2025-08-14,Dashen,well,positive,0.6369,General
great 👍 app,5,Google Play,2025-08-13,Dashen,great app,positive,0.6249,General
"its a very low quality and slow application, very unreliable in times of need",1,Google Play,2025-08-13,Dashen,low quality slow application unreliable time need,negative,-0.3384,performance
ok,5,Google Play,2025-08-13,Dashen,ok,positive,0.296,General
ok,5,Google Play,2025-08-13,Dashen,ok,positive,0.296,General
very poor and time taking to use,1,Google Play,2025-08-13,Dashen,poor time take use,negative,-0.5256,General
it is the best app ever i have seen Dashen bank always one step a head!!!!,5,Google Play,2025-08-13,Dashen,good app see dashen bank step head,positive,0.7482,General
the new version is so good I like it,5,Google Play,2025-08-13,Dashen,new version good like,positive,0.7593,General
excellent,5,Google Play,2025-08-13,Dashen,excellent,positive,0.5719,General
good,3,Google Play,2025-08-13,Dashen,good,positive,0.4404,General
Good,3,Google Play,2025-08-12,Dashen,good,positive,0.4404,General
good job my dashen super app,5,Google Play,2025-08-12,Dashen,good job dashen super app,positive,0.7783,General
Some connection issues,3,Google Play,2025-08-12,Dashen,connection issue,neutral,0.0,General
verry slow app 🤢,1,Google Play,2025-08-12,Dashen,verry slow app,neutral,0.0,performance
best bauget app,5,Google Play,2025-08-12,Dashen,good bauget app,positive,0.6369,General
its good but he said uptede me 😠🤕,2,Google Play,2025-08-12,Dashen,good say uptede,positive,0.2382,General
network issue,1,Google Play,2025-08-12,Dashen,network issue,neutral,0.0,General
እንጠቀምበት,5,Google Play,2025-08-12,Dashen,እንጠቀምበት,neutral,0.0,General
nice,5,Google Play,2025-08-12,Dashen,nice,positive,0.4215,General
fast and easy to use great App.,5,Google Play,2025-08-12,Dashen,fast easy use great app,positive,0.7906,General
Best Performing and Fast Financial app,5,Google Play,2025-08-12,Dashen,well performing fast financial app,positive,0.6369,General
good,5,Google Play,2025-08-12,Dashen,good,positive,0.4404,General
well done keep it up,5,Google Play,2025-08-12,Dashen,,positive,0.2732,General
good but it takes forever to load,3,Google Play,2025-08-12,Dashen,good take forever load,positive,0.2382,General
"It's very good, but there are some things that need to be improved by (speed & receipt view) to be competitive with the companies in the country, i.e.cbe&telebirr.",4,Google Play,2025-08-12,Dashen,good thing need improve speed receipt view competitive company country,positive,0.8072,General
my favorite 💗💗💗,5,Google Play,2025-08-11,Dashen,favorite,positive,0.4588,General
Good app,5,Google Play,2025-08-11,Dashen,good app,positive,0.4404,General
Good,5,Google Play,2025-08-11,Dashen,good,positive,0.4404,General
"This is boring Mobile banking app, it is not work properly .so slow!",1,Google Play,2025-08-11,Dashen,boring mobile banking app work properly slow,negative,-0.3802,performance
"improve the app, please. it is not working. It says response timeout",1,Google Play,2025-08-10,Dashen,improve app work say response timeout,positive,0.6369,General
modern perfect app interface with the best banking tools 👏,5,Google Play,2025-08-09,Dashen,modern perfect app interface good banking tool,positive,0.836,ui
when i tried to open the app it re-downloading something big 3GB 4GB size and after 3 hours late it will open. it's my experience Very worst app it isn't lite app not works in every situation of networks.,1,Google Play,2025-08-08,Dashen,try open app download big gb gb size hour late open experience bad app lite app work situation network,negative,-0.659,General
"poor, glitch stack",1,Google Play,2025-08-07,Dashen,poor glitch stack,negative,-0.4767,General
slowest banking app ever used,3,Google Play,2025-08-07,Dashen,slow banking app,neutral,0.0,performance
Good,1,Google Play,2025-08-06,Dashen,good,positive,0.4404,General
Good 👍,5,Google Play,2025-08-05,Dashen,good,positive,0.4404,General
Dashen Bank super app is the best app,5,Google Play,2025-08-05,Dashen,dashen bank super app good app,positive,0.8442,General
best,5,Google Play,2025-08-02,Dashen,well,positive,0.6369,General
would most likely rate it even less but it does have it's perks. But for the most part the whole app is filled with bugs and it stops being responsive almost everytime. Besides some new features and the new UI design I most definitely prefer the old amole Version. either fix this mess or bring back Amole,2,Google Play,2025-08-01,Dashen,likely rate perk app fill bug stop responsive everytime new feature new ui design definitely prefer old amole version fix mess bring amole,positive,0.3668,General
sometimes is not working to be honest,1,Google Play,2025-08-01,Dashen,work honest,positive,0.5106,General
ok,4,Google Play,2025-08-01,Dashen,ok,positive,0.296,General
very good app,5,Google Play,2025-07-30,Dashen,good app,positive,0.4927,General
Why isn't this app working?,5,Google Play,2025-07-29,Dashen,app work,neutral,0.0,General
network error,5,Google Play,2025-07-29,Dashen,network error,negative,-0.4019,stability
fast,5,Google Play,2025-07-29,Dashen,fast,neutral,0.0,General
100 good,5,Google Play,2025-07-29,Dashen,good,positive,0.4404,General
ok,5,Google Play,2025-07-29,Dashen,ok,positive,0.296,General
Good,5,Google Play,2025-07-28,Dashen,good,positive,0.4404,General
It stop working most of the time.,2,Google Play,2025-07-28,Dashen,stop work time,negative,-0.296,General
i were smothely using the app for the last 5 month but somehow its not working to now so what shall i do it becames like i can open the app even i can't open it if u have solution's pls help me kindly tnx,1,Google Play,2025-07-28,Dashen,smothely app month work shall became like open app open u solution pls help kindly tnx,positive,0.9349,General
wow,5,Google Play,2025-07-26,Dashen,wow,positive,0.5859,General
Best app,5,Google Play,2025-07-25,Dashen,good app,positive,0.6369,General
"Simple for usage and well designed, attractive in its visual design, ""Always One Step Ahead""",5,Google Play,2025-07-24,Dashen,simple usage design attractive visual design step ahead,positive,0.6124,ui
amazing product,5,Google Play,2025-07-23,Dashen,amazing product,positive,0.5859,General
"this app is not good and compatible with other Ethiopian bank apps, it is not fast, is stacks sometimes ,even some days it stops working at all.",1,Google Play,2025-07-23,Dashen,app good compatible ethiopian bank app fast stack day stop work,negative,-0.4599,General
ok,5,Google Play,2025-07-22,Dashen,ok,positive,0.296,General
like it,5,Google Play,2025-07-22,Dashen,like,positive,0.3612,General
Great always one step ahead and most reliable bank,5,Google Play,2025-07-22,Dashen,great step ahead reliable bank,positive,0.6249,General
u need to start cash out service,4,Google Play,2025-07-22,Dashen,u need start cash service,neutral,0.0,support
all in one super app,5,Google Play,2025-07-21,Dashen,super app,positive,0.5994,General
Fayla,5,Google Play,2025-07-20,Dashen,fayla,neutral,0.0,General
"The app even in its' first phase is too far one step booster that enables a user to perform a seamless Banking service with multi step security features at his/her comfort zone. It really assured that Dashen Bank is living the Logo ""ALWAYS ONE STEP AHEAD""",5,Google Play,2025-07-20,Dashen,app phase far step booster enable user perform seamless banking service multi step security feature comfort zone assure dashen bank live logo step ahead,positive,0.7713,General
ይሄ App ደስ ይላል ሁላችሁም አውርዱት እላለሁ🤭,5,Google Play,2025-07-19,Dashen,ይሄ app ደስ ይላል ሁላችሁም አውርዱት እላለሁ,neutral,0.0,General
"Best App .. Good job, Dashen Bank",5,Google Play,2025-07-16,Dashen,good app good job dashen bank,positive,0.7964,General
good application,5,Google Play,2025-07-15,Dashen,good application,positive,0.4404,General
Excellent App ...,5,Google Play,2025-07-15,Dashen,excellent app,positive,0.5719,General
the worst app I have ever seen,1,Google Play,2025-07-14,Dashen,bad app see,negative,-0.6249,General
very good compared to Amole!,5,Google Play,2025-07-13,Dashen,good compare amole,positive,0.54,General
"while it's very secure, it is very slower than other mobile banking apps. it is very lazy app!",2,Google Play,2025-07-12,Dashen,secure slow mobile banking app lazy app,negative,-0.1007,performance
👍😊😊😊,5,Google Play,2025-07-12,Dashen,,neutral,0.0,General
nice,5,Google Play,2025-07-12,Dashen,nice,positive,0.4215,General
Great application,5,Google Play,2025-07-12,Dashen,great application,positive,0.6249,General
very nice app,4,Google Play,2025-07-11,Dashen,nice app,positive,0.4754,General
I am entreated app.,5,Google Play,2025-07-09,Dashen,entreat app,neutral,0.0,General
Cannot list the number of bugs with this pile of human waste. The absolute worst banking app I have ever used. 50 steps backwards. DO NOT RECOMMEND.,1,Google Play,2025-07-02,Dashen,list number bug pile human waste absolute bad banking app step backwards recommend,negative,-0.8681,General
best app with best bank,5,Google Play,2025-07-02,Dashen,good app good bank,positive,0.8555,General
alway slow loading,1,Google Play,2025-06-30,Dashen,alway slow loading,neutral,0.0,performance
Best,5,Google Play,2025-06-29,Dashen,well,positive,0.6369,General
good,5,Google Play,2025-06-27,Dashen,good,positive,0.4404,General
"worst app ever and by any chance your account is deactivated, you are doomed",1,Google Play,2025-06-27,Dashen,bad app chance account deactivate doom,negative,-0.8074,General
nice,5,Google Play,2025-06-26,Dashen,nice,positive,0.4215,General
Ethiopian amazing`s Dashen Bank🤝👌,3,Google Play,2025-06-25,Dashen,ethiopian dashen bank,neutral,0.0,General
"It's an unpredictable app, I can't make transactions, and now I can't even get the OTP! So it's going from bad to worse! Thank goodness the Amole Dashen app still exists.",1,Google Play,2025-06-25,Dashen,unpredictable app transaction otp go bad bad thank goodness amole dashen app exist,negative,-0.3987,General
nice app but limit up to max 600000,5,Google Play,2025-06-24,Dashen,nice app limit max,positive,0.2263,General
wow,5,Google Play,2025-06-22,Dashen,wow,positive,0.5859,General
Super,5,Google Play,2025-06-21,Dashen,super,positive,0.5994,General
"I would be happy if I got a withdraw system in the application. Otherwise, everything is fine for me",4,Google Play,2025-06-18,Dashen,happy get withdraw system application fine,positive,0.6705,General
nice app but transaction limet not enough,5,Google Play,2025-06-17,Dashen,nice app transaction limet,positive,0.2263,General
"It's an amazing application to use bank transactions in Ethiopia and it's so friendly btw, but need to ck that account link when we lost our mobile it's ver difficult to link up for the next one pls ck",5,Google Play,2025-06-14,Dashen,amazing application use bank transaction ethiopia friendly btw need ck account link lose mobile ver difficult link pls ck,negative,-0.2003,General
incredible,5,Google Play,2025-06-14,Dashen,incredible,neutral,0.0,General
perfect,4,Google Play,2025-06-14,Dashen,perfect,positive,0.5719,General
Dashen Bank My Choice🇪🇹✌️💫,4,Google Play,2025-06-13,Dashen,dashen bank choice,neutral,0.0,General
very simple and user friendly app Thank you Dashen Bank,5,Google Play,2025-06-12,Dashen,simple user friendly app thank dashen bank,positive,0.6908,General
wow,5,Google Play,2025-06-12,Dashen,wow,positive,0.5859,General
very good .,5,Google Play,2025-06-09,Dashen,good,positive,0.4927,General
wow,5,Google Play,2025-06-09,Dashen,wow,positive,0.5859,General
I like this mobile banking app very much. Overall user interface and navigation is awesome. But it lacks instant response when someone deposit or withdraw money.,2,Google Play,2025-06-07,Dashen,like mobile banking app overall user interface navigation awesome lack instant response deposit withdraw money,positive,0.5106,General
love,3,Google Play,2025-06-06,Dashen,love,positive,0.6369,General
መቸሸጠ,5,Google Play,2025-06-03,Dashen,መቸሸጠ,neutral,0.0,General
wow,5,Google Play,2025-06-03,Dashen,wow,positive,0.5859,General
gadaa,5,Google Play,2025-06-01,Dashen,gadaa,neutral,0.0,General
Massive upgrade from the Amole app.,5,Google Play,2025-05-31,Dashen,massive upgrade amole app,neutral,0.0,General
good,4,Google Play,2025-05-31,Dashen,good,positive,0.4404,General
very good for this app,5,Google Play,2025-05-31,Dashen,good app,positive,0.4927,General
top,5,Google Play,2025-05-31,Dashen,,positive,0.2023,General
this app better than Amole . but the biometric on new update doesn't work,4,Google Play,2025-05-31,Dashen,app well amole biometric new update work,positive,0.2382,General
Wow,5,Google Play,2025-05-30,Dashen,wow,positive,0.5859,General
good,5,Google Play,2025-05-30,Dashen,good,positive,0.4404,General
wow to it saff and this app,5,Google Play,2025-05-30,Dashen,wow saff app,positive,0.5859,General
it too slow,3,Google Play,2025-05-29,Dashen,slow,neutral,0.0,performance
ዳሽን ባንክ ይለያል,4,Google Play,2025-05-28,Dashen,ዳሽን ባንክ ይለያል,neutral,0.0,General
👍👍👍,5,Google Play,2025-05-28,Dashen,,neutral,0.0,General
good,5,Google Play,2025-05-28,Dashen,good,positive,0.4404,General
nice application,5,Google Play,2025-05-27,Dashen,nice application,positive,0.4215,General
good,5,Google Play,2025-05-27,Dashen,good,positive,0.4404,General
wow,5,Google Play,2025-05-27,Dashen,wow,positive,0.5859,General
useless app ever loading take long,1,Google Play,2025-05-27,Dashen,useless app load long,negative,-0.4215,General
"Game changer app! Dashen Bank Super App is fast, secure, and easy to use. The three-click payment makes sending money super quick, and the QR code payment is perfect for cashless shopping. I also love the biometric login and easy airtime and bill payments. Everything I need is in one place. Dashen Bank has really raised the bar for digital banking in Ethiopia. Highly recommended!",5,Google Play,2025-05-26,Dashen,game changer app dashen bank super app fast secure easy use click payment make send money super quick qr code payment perfect cashless shopping love biometric login easy airtime bill payment need place dashen bank raise bar digital banking ethiopia highly recommend,positive,0.979,General
very useful App,1,Google Play,2025-05-26,Dashen,useful app,positive,0.4927,General
"Simple, robust features? Yes, please! But the endless loading screen killed the fun—I couldn’t use it for days. Fix the glitch, and I’ll yeet a higher rating!",2,Google Play,2025-05-26,Dashen,simple robust feature yes endless loading screen kill fun use day fix glitch yeet high rating,negative,-0.6842,General
Wawww,5,Google Play,2025-05-24,Dashen,wawww,neutral,0.0,General
very Nice,5,Google Play,2025-05-23,Dashen,nice,positive,0.4754,General
its best,5,Google Play,2025-05-23,Dashen,good,positive,0.6369,General
it is not as good as to the other mobile bank app.,1,Google Play,2025-05-22,Dashen,good mobile bank app,negative,-0.3412,General
"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence",5,Google Play,2025-05-22,Dashen,good good arrive empower financial freedom experience seamless banking fingertip dashen bank empower financial freedom anytime innovation meet convenience dashen bank mobile banking innovation meet convenience secure reliable bank confidence,positive,0.9628,General
wow,5,Google Play,2025-05-20,Dashen,wow,positive,0.5859,General
Nothing is changed in the updated version. You have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,4,Google Play,2025-05-20,Dashen,change update version collect comment feed improve version superapp mot function today,positive,0.631,General
good,5,Google Play,2025-05-20,Dashen,good,positive,0.4404,General
its best,5,Google Play,2025-05-19,Dashen,good,positive,0.6369,General
The best app ever in finance sector,5,Google Play,2025-05-18,Dashen,good app finance sector,positive,0.6369,General
Its good app than other compitators but it confuse when we transfer it needs OTP and PIN most user inter their pin instead of OTP we know the litrecy level of our society so if it is device based i dont know the needs of OTP so please try to fix,3,Google Play,2025-05-18,Dashen,good app compitator confuse transfer need otp pin user inter pin instead otp know litrecy level society device base not know need otp try fix,positive,0.5554,General
dashen bank or dashen super app?,1,Google Play,2025-05-17,Dashen,dashen bank dashen super app,positive,0.5994,General
wowwwe app,5,Google Play,2025-05-17,Dashen,wowwwe app,neutral,0.0,General
"Transferring to other bank accounts is a hastle and inconvenient .Get used to seeing "" please try again """,2,Google Play,2025-05-17,Dashen,transfer bank account hastle inconvenient see try,neutral,-0.0258,General
good,5,Google Play,2025-05-16,Dashen,good,positive,0.4404,General
always lagging,1,Google Play,2025-05-16,Dashen,lag,negative,-0.2732,performance
Amazing Application...,5,Google Play,2025-05-16,Dashen,amazing application,positive,0.5859,General
Fantastic,5,Google Play,2025-05-16,Dashen,fantastic,positive,0.5574,General
